objectid,district,shape_st_area,shape_st_length,created_user,created_date,last_edited_user,last_edited_date,population,district_cpd,placename,category,description,total23,2024,total15,total16,total17,total18,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior3years
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ALL OTHER - WARRANT FOR ARREST,0,0,12,14,23,14,3,5,12,4,0,21,7,33.3,-100,-100,-100,12.5,20.8,50,16.7,0,29.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ALL OTHER OFFENSES,0,2,4,11,7,4,7,4,4,5,2,13,4.3,-28.6,-71.4,-60,-53,29.2,16.7,16.7,20.8,8.3,17.9
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ALL TRAFFIC EXCEPT DWI (NON-UCR),4,3,0,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,0,0,0,0,16.7,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ASSAULT - SIMPLE - ALL OTHER,9,1,13,19,15,29,18,15,10,18,1,43,14.3,0,-94.4,-94.4,-93,75,62.5,41.7,75,4.2,59.6
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",0,0,7,4,6,5,1,3,4,6,0,13,4.3,500,-100,-100,-100,4.2,12.5,16.7,25,0,17.9
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ASSAULT - SIMPLE PHYSICAL,0,18,0,0,0,0,0,0,0,0,18,0,0,NA,NA,NA,NA,0,0,0,0,75,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,BLACKMAIL/ EXTORTION,0,0,0,0,0,0,0,0,0,1,0,1,0.3,NA,NA,-100,-100,0,0,0,4.2,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,"COMMUNICATE THREATS, INTIMIDATION",3,2,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,0,0,0,0,12.5,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,COUNTERFEITING - BUYING/RECEIVING,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,COUNTERFEITING - POSSESS/CONCEALING,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,COUNTERFEITING - USING,2,2,1,3,1,1,3,0,0,1,3,1,0.3,-66.7,0,200,900,12.5,0,0,4.2,12.5,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DISORDERLY CONDUCT,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,0,0,1,0,0,1,0,1,0,1,0,2,0.7,NA,NA,-100,-100,0,4.2,0,4.2,0,2.9
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DISORDERLY CONDUCT - FIGHTING/ AFFRAY,0,0,0,0,0,0,0,0,0,1,0,1,0.3,NA,NA,-100,-100,0,0,0,4.2,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUG ACTIVITY,1,0,1,3,3,3,2,5,5,5,0,15,5,150,-100,-100,-100,8.3,20.8,20.8,20.8,0,20.8
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),5,1,19,18,22,19,9,9,9,7,1,25,8.3,-22.2,-88.9,-85.7,-88,37.5,37.5,37.5,29.2,4.2,34.6
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,7,0,7,10,10,7,4,2,3,2,1,7,2.3,-50,-75,-50,-57,16.7,8.3,12.5,8.3,4.2,9.6
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - EQUIP/PARAPHERNALIA - SELLING/ EQUIPMENT,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - EQUIP/PARAPHERNALIA - USING,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - EQUIP/PARAPHERNALIA -TRANSPORTING/ EQUIPMENT,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - POSS./SELL/MAN./DEL./TRNSPRT/CULT,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,0,0,0,0,12.5,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - PRESCRIPTION  DRUG POSSESSION,0,0,0,1,0,0,0,0,0,1,0,1,0.3,NA,NA,-100,-100,0,0,0,4.2,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DRUGS - PRESCRIPTION DRUG POSSESSION,0,0,0,0,1,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.2,0,0,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,DWI - DRIVING WHILE IMPAIRED ALCOHOL/DRUGS,13,4,15,15,16,15,11,7,11,15,7,33,11,36.4,-36.4,-53.3,-36,45.8,29.2,45.8,62.5,29.2,45.8
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,EMBEZZLEMENT - ALL OTHER,0,0,2,5,3,3,2,2,1,0,0,3,1,-100,-100,NA,-100,8.3,8.3,4.2,0,0,4.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,EXTORTION/BLACKMAIL,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FORGERY - PHARMACEUTICAL USING/UTTERING PRESCRIPTIONS,0,0,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.2,0,0,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FORGERY - UNDETERMINED,0,0,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.2,0,0,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FORGERY - USING/UTTERING,1,10,2,0,7,2,3,2,5,2,10,9,3,-33.3,233.3,400,233,12.5,8.3,20.8,8.3,41.7,12.5
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD,0,11,0,0,0,0,0,0,0,0,11,0,0,NA,NA,NA,NA,0,0,0,0,45.8,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - ALL OTHER,21,4,11,3,14,12,9,15,11,8,6,34,11.3,-11.1,-33.3,-25,-47,37.5,62.5,45.8,33.3,25,47.1
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - CREDIT CARD/ATM,8,9,28,29,28,14,13,11,9,13,10,33,11,0,-23.1,-23.1,-9,54.2,45.8,37.5,54.2,41.7,45.8
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - HACKING/COMPUTER INVASION,1,0,0,0,0,0,2,2,3,0,0,5,1.7,-100,-100,NA,-100,8.3,8.3,12.5,0,0,7.1
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - IMPERSONATION,1,2,16,23,18,9,3,2,2,4,2,8,2.7,33.3,-33.3,-50,-26,12.5,8.3,8.3,16.7,8.3,11.3
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,10,22,12,13,13,11,16,7,15,13,23,35,11.7,-18.8,43.8,76.9,97,66.7,29.2,62.5,54.2,95.8,48.8
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - PHARMACEUTICAL FRAUD,2,1,0,2,1,0,2,1,3,2,1,6,2,0,-50,-50,-50,8.3,4.2,12.5,8.3,4.2,8.3
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - UNAUTHORIZED USE OF VEHICLE/CONVEYANCE,0,0,0,1,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.2,0,0,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - WIRE / COMPUTER FRAUD,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,1,1,3,3,9,2,0,1,2,6,1,9,3,NA,NA,-83.3,-67,0,4.2,8.3,25,4.2,12.5
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,FRAUD - WORTHLESS CHECK,0,0,0,0,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.2,0,0,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,HARASSING COMMUNICATIONS - NO THREATS,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,HARASSING PHONE CALLS / TEXTS -NO THREATS,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,LIQUOR - ALL OTHER LIQUOR LAW VIOLATIONS,0,0,1,1,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,LIQUOR - ILLEGAL SALE TO MINORS ALCOHOLIC BEVERAGES,0,0,0,0,0,0,1,0,0,0,0,0,0,-100,-100,NA,NA,4.2,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,LIQUOR - POSSESSING/CONCEALING TAX PAID LIQUOR,0,0,0,0,0,0,0,0,0,1,0,1,0.3,NA,NA,-100,-100,0,0,0,4.2,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,LIQUOR - USING/CONSUMING TAX PAID LIQUOR,0,0,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.2,0,0,0,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,MISSING PERSON,1,4,0,1,1,0,0,0,0,1,4,1,0.3,NA,NA,300,1233,0,0,0,4.2,16.7,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,NON CRIMINAL DETAINMENT,8,8,0,0,0,0,0,0,0,1,8,1,0.3,NA,NA,700,2567,0,0,0,4.2,33.3,1.2
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ORDINANCE - ANIMAL ABUSE,0,0,1,0,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ORDINANCE - ANIMAL BITE,28,19,12,16,9,14,25,26,23,23,21,72,24,-8,-16,-8.7,-12,104.2,108.3,95.8,95.8,87.5,100
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ORDINANCE - CITY ORDINANCE VIOLATION,0,1,1,1,2,2,2,1,1,0,1,2,0.7,-100,-50,NA,43,8.3,4.2,4.2,0,4.2,2.9
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ORDINANCE - DANGEROUS ANIMALS,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,ORDINANCE - SOLICITING WITHOUT A PERMIT,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,PORNOGRAPHY/OBSCENE MATERIAL - SELLING/ DISTRIBUTING,0,0,0,0,0,0,0,0,2,0,0,2,0.7,NA,NA,NA,-100,0,0,8.3,0,0,2.9
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,PROSTITUTION - ASSISTING/PROMOTING,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,PUBLIC ACCIDENT,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,"RESIST, DELAY, OBSTRUCT OR ESCAPE",0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,4.2,0
7210,117,164950530.96148637,85642.31932851662,GIS,1667323453000,GIS,1667323453000,24000,CPDS,"Bond Park, Park Village, Brookstone and Parkway Pointe",All Other,SEX OFFENSES - ALL OTHER,1,0,1,2,0,0,1,1,2,0,0,3,1,-100,-100,NA,-100,4.2,4.2,8.3,0,0,4.2
